code_zone_geo;zone_geographique;annee;code_type_org;type_d_organisme;code_indicateur;indicateur;code_type_pers;type_de_personnel;secret;non_disponible;etat_des_donnees;valeur
31;Nord-Pas-de-Calais;2002;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1503.21
31;Nord-Pas-de-Calais;2002;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2836.53
24;Centre;2002;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;623.75
24;Centre;2003;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;3255.8
24;Centre;2003;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2553.11
24;Centre;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5412.73
25;Basse-Normandie;2004;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1039.13
25;Basse-Normandie;2004;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1453.38
25;Basse-Normandie;2005;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2415.63
26;Bourgogne;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;1414.17
43;Franche-Comté;2009;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1198.0
43;Franche-Comté;2013;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;3158.04
52;Pays de la Loire;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;11481.07
53;Bretagne;2009;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;9400.86
53;Bretagne;2012;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;6748.11
54;Poitou-Charentes;2001;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;944.16
54;Poitou-Charentes;2002;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;715.56
54;Poitou-Charentes;2003;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;1990.1
54;Poitou-Charentes;2004;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;769.49
54;Poitou-Charentes;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;1245.6
72;Aquitaine;2002;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1107.93
72;Aquitaine;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;5914.41
72;Aquitaine;2007;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1026.13
72;Aquitaine;2008;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5475.09
72;Aquitaine;2012;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1456.87
72;Aquitaine;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5479.05
72;Aquitaine;2013;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;3809.48
73;Midi-Pyrénées;2002;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;6891.35
73;Midi-Pyrénées;2007;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;9912.14
73;Midi-Pyrénées;2008;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5216.72
73;Midi-Pyrénées;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;8318.05
73;Midi-Pyrénées;2010;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;1033.78
73;Midi-Pyrénées;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;12100.75
74;Limousin;2008;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;59.86
74;Limousin;2009;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;63.79
82;Rhône-Alpes;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;19725.8
31;Nord-Pas-de-Calais;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;4519.6
31;Nord-Pas-de-Calais;2005;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;3232.73
31;Nord-Pas-de-Calais;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;9762.66
31;Nord-Pas-de-Calais;2011;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2296.69
31;Nord-Pas-de-Calais;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;4213.45
41;Lorraine;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;3736.85
41;Lorraine;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;7534.57
41;Lorraine;2007;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;7761.88
41;Lorraine;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;3858.16
41;Lorraine;2010;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;313.67
41;Lorraine;2011;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;697.34
42;Alsace;2001;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2646.1
42;Alsace;2008;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4484.82
42;Alsace;2010;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;933.92
42;Alsace;2011;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;499.71
42;Alsace;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;6017.6
42;Alsace;2012;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;418.18
42;Alsace;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;4905.93
42;Alsace;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;2702.52
43;Franche-Comté;2002;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1447.39
43;Franche-Comté;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;3202.7
52;Pays de la Loire;2004;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;454.2
52;Pays de la Loire;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;11695.43
52;Pays de la Loire;2007;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2768.14
53;Bretagne;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;7542.27
82;Rhône-Alpes;2005;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;11603.25
82;Rhône-Alpes;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;24392.07
82;Rhône-Alpes;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;18451.11
82;Rhône-Alpes;2009;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;3324.62
82;Rhône-Alpes;2009;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;28865.88
82;Rhône-Alpes;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;47988.24
82;Rhône-Alpes;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;17880.5
82;Rhône-Alpes;2012;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;5629.76
82;Rhône-Alpes;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;20026.45
83;Auvergne;2010;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1427.24
83;Auvergne;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;7633.74
83;Auvergne;2012;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;827.14
91;Languedoc-Roussillon;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;4630.99
91;Languedoc-Roussillon;2003;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;987.77
91;Languedoc-Roussillon;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;11656.8
91;Languedoc-Roussillon;2009;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;1123.07
91;Languedoc-Roussillon;2009;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;4038.31
91;Languedoc-Roussillon;2011;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;9444.38
91;Languedoc-Roussillon;2013;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;1084.81
93;Provence-Alpes-Côte d'Azur;2005;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2007;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;1097.71
93;Provence-Alpes-Côte d'Azur;2009;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;7991.97
93;Provence-Alpes-Côte d'Azur;2010;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2010;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;1326.94
93;Provence-Alpes-Côte d'Azur;2010;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2012;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
94;Corse;2002;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;107.25
94;Corse;2002;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;109.64
94;Corse;2006;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
94;Corse;2008;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
94;Corse;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
94;Corse;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
94;Corse;2010;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;266.15
95;Provence-Alpes-Côte d'Azur + Corse;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;8430.72
95;Provence-Alpes-Côte d'Azur + Corse;2001;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;4647.84
95;Provence-Alpes-Côte d'Azur + Corse;2003;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;3637.14
95;Provence-Alpes-Côte d'Azur + Corse;2004;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;934.31
95;Provence-Alpes-Côte d'Azur + Corse;2004;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;7743.0
95;Provence-Alpes-Côte d'Azur + Corse;2005;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;11505.89
95;Provence-Alpes-Côte d'Azur + Corse;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;26243.62
95;Provence-Alpes-Côte d'Azur + Corse;2008;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;1162.77
95;Provence-Alpes-Côte d'Azur + Corse;2009;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;13437.86
95;Provence-Alpes-Côte d'Azur + Corse;2010;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;8258.48
95;Provence-Alpes-Côte d'Azur + Corse;2011;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;8451.41
97;Corse + Régions d'outre-mer;2001;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1147.66
97;Corse + Régions d'outre-mer;2002;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1184.09
97;Corse + Régions d'outre-mer;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
97;Corse + Régions d'outre-mer;2003;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2503.76
97;Corse + Régions d'outre-mer;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
97;Corse + Régions d'outre-mer;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
97;Corse + Régions d'outre-mer;2009;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;284.76
97;Corse + Régions d'outre-mer;2010;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;319.35
98;Non ventilé;2005;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5162.27
06;Mayotte;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
07;Régions d'outre-mer;2004;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;279.96
07;Régions d'outre-mer;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2315.97
100;France;2001;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;96989.03
100;France;2003;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;92144.54
100;France;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;193255.6
100;France;2004;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;12094.22
100;France;2004;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;93625.54
100;France;2006;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;207874.79
100;France;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;152867.32
11;Île-de-France;2003;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;21058.43
11;Île-de-France;2006;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;9954.12
01;Guadeloupe;2001;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
02;Martinique;2006;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
02;Martinique;2013;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;semi-définitif;
04;La Réunion;2009;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
04;La Réunion;2010;2;Entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
06;Mayotte;2006;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
06;Mayotte;2012;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
06;Mayotte;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
07;Régions d'outre-mer;2010;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;9.67
100;France;2002;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;95922.91
100;France;2005;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;194991.5
100;France;2013;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;266221.48
100;France;2013;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;251446.28
11;Île-de-France;2003;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;134553.59
11;Île-de-France;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;53905.91
01;Guadeloupe;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
02;Martinique;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
02;Martinique;2010;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;138.61
02;Martinique;2010;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;90.08
02;Martinique;2010;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
04;La Réunion;2003;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;oui;non;définitif;
06;Mayotte;2001;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
06;Mayotte;2002;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;oui;non;définitif;
24;Centre;2005;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;908.17
24;Centre;2010;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;7668.17
24;Centre;2013;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;317.36
25;Basse-Normandie;2001;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;995.4
25;Basse-Normandie;2002;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1183.2
25;Basse-Normandie;2004;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;307.71
25;Basse-Normandie;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4435.37
25;Basse-Normandie;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2387.31
25;Basse-Normandie;2009;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1428.44
25;Basse-Normandie;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4444.97
26;Bourgogne;2002;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2799.8
26;Bourgogne;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4568.27
26;Bourgogne;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2710.51
26;Bourgogne;2012;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2237.26
06;Mayotte;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;12.8
11;Île-de-France;2009;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;33778.93
11;Île-de-France;2009;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;11114.65
11;Île-de-France;2010;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;11499.49
11;Île-de-France;2012;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;5784.74
11;Île-de-France;2012;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;68695.87
21;Champagne-Ardenne;2001;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;119.29
21;Champagne-Ardenne;2006;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;959.33
21;Champagne-Ardenne;2006;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;691.85
21;Champagne-Ardenne;2006;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2056.81
21;Champagne-Ardenne;2007;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;64.68
21;Champagne-Ardenne;2008;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1088.36
22;Picardie;2003;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;362.98
22;Picardie;2005;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1790.21
22;Picardie;2007;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;504.1
22;Picardie;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2567.07
23;Haute-Normandie;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;5589.77
23;Haute-Normandie;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2311.25
23;Haute-Normandie;2003;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1658.28
23;Haute-Normandie;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;3103.12
23;Haute-Normandie;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2934.79
83;Auvergne;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;2674.89
91;Languedoc-Roussillon;2001;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2647.75
91;Languedoc-Roussillon;2002;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;3160.51
91;Languedoc-Roussillon;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;6016.7
91;Languedoc-Roussillon;2011;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2046.01
93;Provence-Alpes-Côte d'Azur;2001;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;11711.89
93;Provence-Alpes-Côte d'Azur;2002;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;11485.77
93;Provence-Alpes-Côte d'Azur;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2004;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2009;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;5187.71
93;Provence-Alpes-Côte d'Azur;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;oui;non;définitif;
93;Provence-Alpes-Côte d'Azur;2013;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;1456.28
95;Provence-Alpes-Côte d'Azur + Corse;2003;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;définitif;911.03
97;Corse + Régions d'outre-mer;2006;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1181.6
31;Nord-Pas-de-Calais;2005;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1286.87
31;Nord-Pas-de-Calais;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4904.03
31;Nord-Pas-de-Calais;2012;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2456.18
31;Nord-Pas-de-Calais;2013;1;Administrations;dird;Dépense intérieure de R&D;;;non;non;semi-définitif;496.34
41;Lorraine;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;2723.66
41;Lorraine;2007;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1712.9
41;Lorraine;2009;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;1686.08
41;Lorraine;2011;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;3104.69
41;Lorraine;2012;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4153.12
41;Lorraine;2013;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;semi-définitif;1626.81
42;Alsace;2002;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;677.81
42;Alsace;2005;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2723.71
42;Alsace;2006;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2804.7
42;Alsace;2007;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;814.56
42;Alsace;2007;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4897.54
42;Alsace;2010;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;5676.51
43;Franche-Comté;2003;2;Entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;4723.5
43;Franche-Comté;2005;0;Total administrations et entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;2865.37
43;Franche-Comté;2006;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;6535.7
43;Franche-Comté;2006;1;Administrations;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;367.45
43;Franche-Comté;2008;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;736.66
43;Franche-Comté;2010;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;859.24
43;Franche-Comté;2011;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;7382.19
52;Pays de la Loire;2005;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2641.62
52;Pays de la Loire;2012;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;3678.68
52;Pays de la Loire;2013;1;Administrations;pers;Effectifs de R&D;0;Tous types de personnel;non;non;semi-définitif;5181.49
52;Pays de la Loire;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;4908.1
53;Bretagne;2001;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;12185.22
53;Bretagne;2003;0;Total administrations et entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;1097.06
53;Bretagne;2004;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;8065.53
53;Bretagne;2004;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;4629.68
53;Bretagne;2007;2;Entreprises;dird;Dépense intérieure de R&D;;;non;non;définitif;849.18
53;Bretagne;2009;0;Total administrations et entreprises;pers;Effectifs de R&D;0;Tous types de personnel;non;non;définitif;16185.96
53;Bretagne;2011;2;Entreprises;pers;Effectifs de R&D;2;Soutien à la recherche;non;non;définitif;3116.67
53;Bretagne;2013;2;Entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;semi-définitif;6562.7
54;Poitou-Charentes;2001;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1192.3
54;Poitou-Charentes;2005;1;Administrations;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;1214.83
54;Poitou-Charentes;2008;0;Total administrations et entreprises;pers;Effectifs de R&D;1;Chercheurs;non;non;définitif;2106.56
